G,KKT_stationarity,V_after,V_before,V_ratio,W_sha256,alias,arm,batch,c,finite_step_dissipation_defect,full_H,g,model_error_normalized,model_error_raw_activation,node,predicted_target_contribution,qN_ref,q_layers,raw_physical_coefficients,response_residual_cosine,state_version
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",1.1102230246251565e-16,0.009336042887297386,0.03510842434526953,0.01867208227510524,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,llama3-8b-inst,JV_NATIVE,3,"[0.0, 0.0, 0.0004544032844053941, 0.0033106548876911668, 0.12482710268016563]",1.1905253052106601e-06,"[[12.130394739292699, 7.3657635936696755, 4.551310616688006, 2.6985270275922146, 1.724559520915329], [7.365763593669579, 9.617185504587185, 6.010861983938305, 3.614019314643105, 2.3097994450554262], [4.551310616688006, 6.010861983938305, 7.335396275862246, 4.464967318415355, 2.857848279803407], [2.698527027592194, 3.614019314643105, 4.464967318415355, 5.169887071162486, 3.1741846490488093], [1.724559520915329, 2.3097994450554262, 2.857848279803407, 3.1741846490488093, 4.083680850037203]]","[0.22576380962365555, 0.30275972222887426, 0.37489755503205513, 0.41569994631659646, 0.5340440046161192]",0.0001293418260319409,0.006134623496228336,2,"[0.0, 0.0, 0.00017035468032211784, 0.0013762390590859957, 0.06666316579994316]",1060.4852141373892,"[0.017869416165725557, 0.013897386602376705, 0.012650103183876518, 0.01404050807003717, 0.014644747691349592]","[0.0, 0.0, 0.004040121516694161, 0.02793974893546494, 1.0314969388632493]","[0.24462238202526365, 0.3684286835107248, 0.5223723134412868, 0.6899518330526718, 0.997310702926089]",8
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",5.551115123125783e-17,0.002490331259062519,0.009336042887297386,0.004980661584658014,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,llama3-8b-inst,JV_NATIVE,3,"[0.0, 0.0, 0.00022967691593457282, 0.0017218347454697816, 0.06592681689076235]",1.273205262348337e-07,"[[11.614823963540182, 6.974096873310819, 4.265691308030474, 2.4976258108877354, 1.5760346908114335], [6.974096873310864, 9.110014243080323, 5.64501390621608, 3.357665368833209, 2.1112344796255513], [4.265691308030474, 5.64501390621608, 6.917509436014307, 4.160603544384685, 2.6213820216856365], [2.497625810887761, 3.357665368833209, 4.160603544384685, 4.874706101308861, 2.941687043312839], [1.5760346908114335, 2.1112344796255513, 2.6213820216856365, 2.941687043312839, 3.890696681816566]]","[0.10880619782101156, 0.14597030355968732, 0.18159500421405717, 0.20345727945864847, 0.2687610993083951]",3.456258408612571e-05,0.0016381306294166091,3,"[0.0, 0.0, 4.1708180517010405e-05, 0.0003503198129906562, 0.01771856378146456]",1060.4852141373892,"[0.004824023627616184, 0.0037864386792890504, 0.003460107581269992, 0.0038483250144796125, 0.004021093425376166]","[0.0, 0.0, 0.003904564009841445, 0.027755917981101576, 1.0396568651229017]","[0.23364199264606758, 0.3539228205176633, 0.5052805716515676, 0.6743767634038497, 0.9971403821358186]",11
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",3.3306690738754696e-16,0.1323277612344083,0.5000000687642492,0.264655486071145,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,"[1.0406611252442022e-05, 0.00016081700973454016, 0.0012406995840832102, 0.012552363572430142, 0.4572444478322724]",0.00012165940860736635,"[[13.180941826500517, 8.405256233838367, 5.292977980373891, 3.2273119220706357, 2.033351573651192], [8.405256233838257, 11.581791984649183, 7.163846046824263, 4.400461821013257, 2.7462348768939076], [5.292977980373891, 7.163846046824263, 8.816739756423422, 5.4345431041805545, 3.373582672091962], [3.227311922070627, 4.400461821013257, 5.4345431041805545, 6.161766622609977, 3.6581167373617185], [2.033351573651192, 2.7462348768939076, 3.373582672091962, 3.6581167373617185, 4.330882187096598]]","[0.9783060235015354, 1.3217911284671857, 1.6230384525817596, 1.7587374287947701, 2.0765626945250237]",0.0019224842165575986,0.09332130518471006,0,"[1.0180850472502887e-05, 0.00021256649677373624, 0.002013703133069246, 0.022076311634672923, 0.9494967626471903]",1097.5862904082865,"[0.24886378519570443, 0.18840351626359358, 0.1724455811645245, 0.18831139698990404, 0.20197572038627337]","[2.086068091821747e-05, 0.00037049937568679693, 0.002987724865271697, 0.028925921766331734, 1.0174166903233428]","[0.2694644490425577, 0.38839615560435237, 0.5466064704076091, 0.7085138653349202, 0.9978306339439266]",0
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",2.220446049250313e-16,0.035072607454641795,0.1323277612344083,0.07014520526231885,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,"[0.0, 0.00015802435509283674, 0.0004986796056014736, 0.006593654384526276, 0.23975679760495716]",1.5279828444125787e-05,"[[12.741931968012642, 8.0715307872946, 4.9816244552603335, 2.9895023495175317, 1.8794469157088722], [8.071530787294328, 11.161402887151205, 6.748728567794322, 4.071981247134964, 2.5277243167761747], [4.9816244552603335, 6.748728567794322, 8.297388679590583, 4.998229012900103, 3.0620080832497067], [2.9895023495175876, 4.071981247134964, 4.998229012900103, 5.7489816082981955, 3.3614408641370495], [1.8794469157088722, 2.5277243167761747, 3.0620080832497067, 3.3614408641370495, 4.17288130393221]]","[0.4740499081098095, 0.6380333536514959, 0.7723479168806607, 0.8476304472338952, 1.0485429202573378]",0.0005039578092850838,0.02445773678005674,1,"[0.0, 0.00010082480923849748, 0.0003851541545771676, 0.005588982214861742, 0.25139529271224925]",1097.5862904082865,"[0.06638680163677012, 0.05022788100175175, 0.04635870446795309, 0.05073747398737989, 0.05478995320713012]","[0.0, 0.0007051014345907101, 0.0023160928291530063, 0.029272631014029164, 1.0242841783169303]","[0.2581463241944914, 0.3712303797087217, 0.52119684962195, 0.6871801539052043, 0.9977637378279892]",5
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",0.0,0.00931407542410874,0.035072607454641795,0.018628148286316218,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,"[0.0, 0.00010676702613624661, 0.0002589071686246308, 0.003401311511113031, 0.12587686231069406]",1.9519190499282107e-06,"[[12.365142623094991, 7.793267167343684, 4.733851027443776, 2.797185914277282, 1.7422172434133572], [7.793267167343679, 10.826986200000109, 6.429751574300271, 3.817071407071658, 2.3473844058823303], [4.733851027443776, 6.429751574300271, 7.904179049379014, 4.66786758849801, 2.8136628578763685], [2.7971859142772355, 3.817071407071658, 4.66786758849801, 5.43996580709271, 3.113732266476891], [1.7422172434133572, 2.3473844058823303, 2.8136628578763685, 3.113732266476891, 4.013428392250074]]","[0.23071515359579295, 0.3112957831614014, 0.37281074869994946, 0.4124060789940494, 0.5293553334928658]",0.00013280016409693206,0.006442608019865539,2,"[0.0, 3.32361250168967e-05, 9.652337537873268e-05, 0.0014027215437354501, 0.066633588427513]",1097.5862904082865,"[0.01775912726274318, 0.013426111223705243, 0.012504619636376162, 0.01371633756108231, 0.014905556777266097]","[0.0, 0.0009214293166123956, 0.002315308319846813, 0.029042053863204662, 1.0310311991249497]","[0.247729388293213, 0.3572073784352361, 0.500680889810203, 0.6676178629428376, 0.9976782598856159]",9
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",2.7755575615628914e-17,0.0024793476737490607,0.00931407542410874,0.00495869466553629,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,"[0.0, 6.620010096309442e-05, 0.00015381061816623423, 0.0017760553436138929, 0.06618628944633435]",2.665183402770187e-07,"[[11.908669740056956, 7.474184102251064, 4.483030757639932, 2.61442542571551, 1.617355502488037], [7.474184102251212, 10.438537579334438, 6.108725346172123, 3.578692904940259, 2.1924679656114483], [4.483030757639932, 6.108725346172123, 7.512307486230996, 4.364621164951202, 2.605111060587382], [2.6144254257155004, 3.578692904940259, 4.364621164951202, 5.1429105140807, 2.8951216750484092], [1.617355502488037, 2.1924679656114483, 2.605111060587382, 2.8951216750484092, 3.8509225731144148]]","[0.11269587007103946, 0.1531045151042052, 0.1817496953935465, 0.20183729531279837, 0.26718463666889136]",3.602157943298216e-05,0.0017466275307308568,3,"[0.0, 1.0135534357804e-05, 2.795503300000616e-05, 0.0003584742068808709, 0.017683959698180922]",1097.5862904082865,"[0.004767507901349865, 0.0036007535762103047, 0.003386974603979245, 0.0037232668994134446, 0.0040703238609527135]","[0.0, 0.001103219555425213, 0.002642897666361606, 0.029106796531474074, 1.0374174559613552]","[0.2392717919954386, 0.3472028615015276, 0.485849925798925, 0.6520967878479818, 0.9975719195944701]",13
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",4.440892098500626e-16,0.13219613225479687,0.5000000495490046,0.2643922383088493,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,"[0.00011615487390241597, 0.00020508246105888084, 0.0014917635644863536, 0.01131508132444961, 0.46089618571145263]",8.01294043369094e-05,"[[13.885161910002697, 8.60362363350835, 5.338190778184478, 3.2670020054115905, 2.1365729729123237], [8.603623633508246, 11.803313739235346, 7.405480809447806, 4.4947498956886, 2.849425351716843], [5.338190778184478, 7.405480809447806, 9.094634676749058, 5.493543190892192, 3.4123349186394205], [3.267002005411567, 4.4947498956886, 5.493543190892192, 6.2826441663517505, 3.625310953846454], [2.1365729729123237, 2.849425351716843, 3.4123349186394205, 3.625310953846454, 4.276157951379515]]","[1.033056942617959, 1.3786354768222746, 1.6507470484412003, 1.7526084686016072, 2.0638981335602904]",0.0017940169409288087,0.08941201750072199,0,"[0.00011999459890380439, 0.00028273395648979575, 0.0024625243010479724, 0.01983090735214628, 0.951242777454924]",1183.797879429017,"[0.2426862226526161, 0.18773769508043045, 0.17461857629991018, 0.19236294746846014, 0.2025945584985831]","[0.0002357842961945375, 0.0004733177372889278, 0.0035698895047566633, 0.0257986492623318, 1.0239746985947782]","[0.2772354515837301, 0.40127994294313224, 0.547378680863579, 0.6992196953501966, 0.9980708404167122]",0
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",1.1102230246251565e-16,0.03500556076695751,0.13219613225479687,0.07001111459595294,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,"[6.571931439306594e-05, 6.990267286851454e-05, 0.0009010075850570676, 0.005751251100138147, 0.2411611415578725]",8.551463808931237e-06,"[[13.356605680308284, 8.150893630353071, 4.939038875229629, 2.9534415109672367, 1.8634097032464232], [8.150893630352925, 11.286932921876314, 6.945794384362623, 4.126439736170473, 2.5558214638499925], [4.939038875229629, 6.945794384362623, 8.597158029708764, 5.0862844006883, 3.090781048136643], [2.9534415109671848, 4.126439736170473, 5.0862844006883, 5.947366085293167, 3.372436410377749], [1.8634097032464232, 2.5558214638499925, 3.090781048136643, 3.372436410377749, 4.132342099129654]]","[0.47227223460393775, 0.6476868745251299, 0.7832751098236549, 0.8531458635519796, 1.043158118632831]",0.0004690360907618645,0.02338404870336532,1,"[3.103740746505198e-05, 4.527504371116077e-05, 0.0007057368151375206, 0.004906656086331632, 0.2515692027148561]",1183.797879429017,"[0.06464760380748447, 0.050219073620234075, 0.046844800050526755, 0.05177600601807518, 0.05481417451843221]","[0.0002584739667905509, 0.00031193164363681484, 0.004162917002345075, 0.025275401105411384, 1.0300561320880255]","[0.25131591334966036, 0.37493221001683236, 0.5195322348810546, 0.6803565671653918, 0.9979933243135056]",5
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",0.0,0.00928766594023632,0.03500556076695751,0.018575330039694415,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,"[3.2834212787106326e-05, 2.9491917685996183e-05, 0.0005033152749003914, 0.0029591050547198294, 0.12635548556234408]",8.575011089424767e-07,"[[12.968386465487479, 7.827741997540499, 4.670247525594503, 2.7358270472794572, 1.6787433092483588], [7.827741997540506, 10.89756222273573, 6.618476803130615, 3.8552839223079145, 2.3368784040978547], [4.670247525594503, 6.618476803130615, 8.24786732644485, 4.79287006323543, 2.8501290693046464], [2.735827047279461, 3.8552839223079145, 4.79287006323543, 5.69339608044353, 3.156180905817067], [1.6787433092483588, 2.3368784040978547, 2.8501290693046464, 3.156180905817067, 3.985511362978385]]","[0.2232245778409047, 0.31059813300962047, 0.37886219311042574, 0.41855989165970015, 0.5271247956482068]",0.00012407823748061578,0.006186380360775131,2,"[7.329403288140244e-06, 9.16013457214382e-06, 0.00019068712887473907, 0.0012385626911132028, 0.06660510950608056]",1183.797879429017,"[0.017264486435759, 0.013475842415282598, 0.012609657403859331, 0.013983308161261412, 0.014874814757545552]","[0.00024989051747019084, 0.0002540534232554062, 0.004482171473152887, 0.02502392441067196, 1.0360204261157966]","[0.23426937599800132, 0.3555909052636084, 0.49857089060248605, 0.6629616297581785, 0.9979020215195756]",10
"[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]",5.551115123125783e-17,0.002469873102522161,0.00928766594023632,0.004939745715525356,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,"[1.7962073074410945e-05, 1.499029010144752e-05, 0.0002782491170956053, 0.0015556659499858239, 0.0663077912396948]",8.253065003627214e-08,"[[12.535766120022407, 7.499792208850659, 4.428043247909996, 2.553072888480348, 1.541946065475796], [7.499792208850609, 10.479242623341706, 6.305741700219631, 3.613166381709416, 2.160827176950629], [4.428043247909996, 6.305741700219631, 7.903764458660591, 4.52708059117818, 2.653427531824545], [2.5530728884803713, 3.613166381709416, 4.52708059117818, 5.433519869008015, 2.9599588061696966], [1.541946065475796, 2.160827176950629, 2.653427531824545, 2.9599588061696966, 3.834629049270464]]","[0.10778625411238102, 0.150948422058355, 0.18538664610626834, 0.20623631611293203, 0.2662996705749375]",3.3758639445387405e-05,0.0016827758268914595,3,"[1.936064572783615e-06, 2.262760637010481e-06, 5.15836706003846e-05, 0.00032083481462740106, 0.01765774296368245]",1183.797879429017,"[0.004624803376001635, 0.003629847087957147, 0.0034078667415029956, 0.00379172619651859, 0.004051558932235661]","[0.00026412518982447383, 0.00024880887787031626, 0.0047664220272801965, 0.025263752703878355, 1.0417259463807227]","[0.22336732734120865, 0.34213329400311254, 0.4838304105750644, 0.6491666818727769, 0.9977934742799646]",15
